rank,url,slug,locale,category,clicks,impressions,ctr,position,post_id,title,has_placeholder,date,featured_image
346,https://www.afriquesports.net/football/coupe-du-monde-2026-la-fifa-frappe-fort-avec-une-annonce-inattendue-pour-les-equipes-africaines,coupe-du-monde-2026-la-fifa-frappe-fort-avec-une-annonce-inattendue-pour-les-equipes-africaines,fr,football,51,2224,2.29,6.6,863941,Coupe du Monde 2026 : La FIFA frappe fort avec une annonce inattendue pour les équipes africaines !,true,2026-01-02,
347,https://www.afriquesports.net/football/real-madrid-barca-larbitre-du-clasico-designe-et-fait-polemique,real-madrid-barca-larbitre-du-clasico-designe-et-fait-polemique,fr,football,51,2668,1.91,8.5,864738,Real Madrid &#8211; Barça : L&rsquo;arbitre du Clasico désigné et fait polémique !,true,2025-12-31,
348,https://www.afriquesports.net/football/soudan-rdc-la-fifa-rend-sa-decision-officielle,soudan-rdc-la-fifa-rend-sa-decision-officielle,fr,football,51,1541,3.31,8.0,862200,Soudan – RDC : la FIFA rend sa décision officielle,true,2025-12-30,
349,https://www.afriquesports.net/football/terrible-nouvelle-adebayor-annonce-un-deces-le-togo-en-deuil,terrible-nouvelle-adebayor-annonce-un-deces-le-togo-en-deuil,fr,football,51,969,5.26,14.0,858423,"Terrible nouvelle : Adébayor annonce un décès, le Togo en deuil",true,2026-01-02,
350,https://www.afriquesports.net/afrique/cameroun/can-2025-roger-milla-brise-le-silence-et-adresse-un-message-fort-aux-lions-indomptables-avant-le-depart-pour-le-maroc,can-2025-roger-milla-brise-le-silence-et-adresse-un-message-fort-aux-lions-indomptables-avant-le-depart-pour-le-maroc,fr,afrique,50,2246,2.23,6.6,869796,CAN 2025 : Roger Milla brise le silence et adresse un message fort aux Lions Indomptables avant le départ pour le Maroc !,true,2026-01-02,
351,https://www.afriquesports.net/afrique/terrible-nouvelle-la-caf-annonce-le-deces-de-le-monde-du-football-en-deuil,terrible-nouvelle-la-caf-annonce-le-deces-de-le-monde-du-football-en-deuil,fr,afrique,50,728,6.87,24.8,856283,"Terrible nouvelle, la CAF annonce le décès de…, Le monde du football en deuil",true,2025-12-26,
352,https://www.afriquesports.net/ballon-dor/urgent-le-nom-du-vainqueur-du-ballon-dor-aurait-fuite,urgent-le-nom-du-vainqueur-du-ballon-dor-aurait-fuite,fr,ballon-dor,50,1374,3.64,9.0,860302,Urgent : le nom du vainqueur du Ballon d’Or aurait fuité !,true,2025-12-27,
353,https://www.afriquesports.net/can-2025/en-direct-can-2025-burkina-faso-guinee-equatoriale-groupe-e,en-direct-can-2025-burkina-faso-guinee-equatoriale-groupe-e,fr,can-2025,50,3944,1.27,3.9,871293,EN DIRECT CAN 2025 : Burkina Faso – Guinée Équatoriale (Groupe E),true,2025-12-31,
354,https://www.afriquesports.net/en/non-classe/senegals-malick-thiaw-sparks-speculation-ahead-of-rm-1759419074433,senegals-malick-thiaw-sparks-speculation-ahead-of-rm-1759419074433,en,non-classe,50,724,6.91,12.0,,,,,
355,https://www.afriquesports.net/europe/un-jeune-joueur-de-19ans-decede-dans-un-accident-de-la-route,un-jeune-joueur-de-19ans-decede-dans-un-accident-de-la-route,fr,europe,50,1004,4.98,9.4,866028,Un jeune joueur de 19ans décède dans un accident de la route,true,2025-12-28,
356,https://www.afriquesports.net/football/bale-9e-salah-6e-drogba-5e-les-10-meilleurs-numeros-11-de-tous-les-temps-en-football,bale-9e-salah-6e-drogba-5e-les-10-meilleurs-numeros-11-de-tous-les-temps-en-football,fr,football,50,5587,0.89,13.9,574749,"Bale 9é, Salah 6é, Drogba 5é&#8230; les 10 meilleurs numéros 11 de tous les temps en football",true,2026-01-02,
357,https://www.afriquesports.net/football/mondial-2026-rd-congo-senegal-la-fifa-prend-sa-decision-et-frappe-fort,mondial-2026-rd-congo-senegal-la-fifa-prend-sa-decision-et-frappe-fort,fr,football,50,1968,2.54,6.5,862668,Mondial 2026 – RD Congo / Sénégal : la FIFA prend sa décision et frappe fort,true,2026-01-02,
358,https://www.afriquesports.net/football/real-madrid-le-nom-du-remplacant-de-courtois-enfin-devoile,real-madrid-le-nom-du-remplacant-de-courtois-enfin-devoile,fr,football,50,2455,2.04,7.0,,,,,
359,https://www.afriquesports.net/football/sebastien-desabre-craque-et-balance-tout-sur-le-cameroun,sebastien-desabre-craque-et-balance-tout-sur-le-cameroun,fr,football,50,3010,1.66,3.3,863570,Sébastien Desabre craque et balance tout sur le Cameroun !,true,2025-12-31,
360,https://www.afriquesports.net/afrique/cameroun-coup-de-tonnerre-le-remplacant-de-marc-brys-est-enfin-trouve,cameroun-coup-de-tonnerre-le-remplacant-de-marc-brys-est-enfin-trouve,fr,afrique,49,2719,1.80,10.8,868269,"Cameroun : coup de tonnerre, le remplaçant de Marc Brys est enfin trouvé !",true,2025-12-29,
361,https://www.afriquesports.net/afrique/rdc/mondial-2026-q-la-fifa-tranche-pour-la-rd-congo,mondial-2026-q-la-fifa-tranche-pour-la-rd-congo,fr,afrique,49,503,9.74,13.6,861569,Mondial 2026 (Q) : la FIFA tranche pour la RD Congo,true,2025-12-27,
362,https://www.afriquesports.net/afrique/scandale-total-plusieurs-lions-indomptables-prets-a-boycotter-la-can-2025,scandale-total-plusieurs-lions-indomptables-prets-a-boycotter-la-can-2025,fr,afrique,49,699,7.01,12.8,869530,Scandale total : plusieurs Lions Indomptables prêts à boycotter la CAN 2025 !,true,2026-01-01,
363,https://www.afriquesports.net/article-du-jour/cameroun-vincent-aboubakar-amasse-une-tres-grosse-fortune,cameroun-vincent-aboubakar-amasse-une-tres-grosse-fortune,fr,article-du-jour,49,2382,2.06,8.0,,,,,
364,https://www.afriquesports.net/football/cest-officiel-la-caf-rend-son-verdict-pour-les-barrages-africains-de-la-coupe-du-monde-2026,cest-officiel-la-caf-rend-son-verdict-pour-les-barrages-africains-de-la-coupe-du-monde-2026,fr,football,49,4784,1.02,4.4,863203,C’est officiel ! La CAF rend son verdict pour les barrages africains de la Coupe du monde 2026,true,2025-12-31,
365,https://www.afriquesports.net/football/choc-en-france-un-joueur-decede-dune-crise-cardiaque-dans-le-vestiaire,choc-en-france-un-joueur-decede-dune-crise-cardiaque-dans-le-vestiaire,fr,football,49,3330,1.47,9.3,861623,Choc en France : un joueur décède d’une crise cardiaque dans le vestiaire,true,2025-12-26,
366,https://www.afriquesports.net/afrique/cameroun/tension-maximale-au-cameroun-marc-brys-et-samuel-etoo-saffrontent,tension-maximale-au-cameroun-marc-brys-et-samuel-etoo-saffrontent,fr,afrique,48,1079,4.45,6.8,,,,,
367,https://www.afriquesports.net/afrique/cote-divoire/la-tension-monte-la-federation-ivoirienne-et-manchester-united-discutent-pour-amad-diallo,la-tension-monte-la-federation-ivoirienne-et-manchester-united-discutent-pour-amad-diallo,fr,afrique,48,871,5.51,6.3,869711,La tension monte : la Fédération ivoirienne et Manchester United discutent pour Amad Diallo !,true,2026-01-01,
368,https://www.afriquesports.net/afrique/senegal/senegal-elimine-de-la-coupe-du-monde-2026-la-verite-eclate,senegal-elimine-de-la-coupe-du-monde-2026-la-verite-eclate,fr,afrique,48,2220,2.16,15.4,,,,,
369,https://www.afriquesports.net/can-2025/en-direct-can-2025-afrique-du-sud-vs-angola-groupe-b-suivez-le-match-en-live,en-direct-can-2025-afrique-du-sud-vs-angola-groupe-b-suivez-le-match-en-live,fr,can-2025,48,9332,0.51,10.0,870888,"EN DIRECT / CAN 2025 : Afrique du sud vs Angola – Groupe B, suivez le match en live !",true,2026-01-02,
370,https://www.afriquesports.net/europe/man-city-phil-foden-clot-le-debat-entre-messi-et-ronaldo-cest-lui-le-meilleur,man-city-phil-foden-clot-le-debat-entre-messi-et-ronaldo-cest-lui-le-meilleur,fr,europe,48,710,6.76,11.8,539736,Man City: Phil Foden clôt le débat entre Messi et Ronaldo : « C&rsquo;est lui le meilleur »,true,2026-01-02,
371,https://www.afriquesports.net/football/exclusion-disrael-les-stars-ont-tranche,exclusion-disrael-les-stars-ont-tranche,fr,football,48,344,13.95,11.9,861560,Exclusion d’Israël ? Les stars ont tranché,true,2025-12-30,
372,https://www.afriquesports.net/football/liverpool-real-madrid-le-penalty-rate-de-mbappe-enflamme-la-toile-video,liverpool-real-madrid-le-penalty-rate-de-mbappe-enflamme-la-toile-video,fr,football,48,1932,2.48,7.8,834119,Liverpool &#8211; Real Madrid : le pénalty raté de Mbappé enflamme la toile (vidéo),true,2026-01-02,
373,https://www.afriquesports.net/football/un-jeune-talent-senegalais-en-route-vers-manchester-united,un-jeune-talent-senegalais-en-route-vers-manchester-united,fr,football,48,1482,3.24,7.1,862565,Un jeune talent sénégalais en route vers Manchester United !,true,2025-12-30,
374,https://www.afriquesports.net/afrique/ces-5-joueurs-africains-qui-ont-eu-plus-de-10-clubs-dans-leur-carriere,ces-5-joueurs-africains-qui-ont-eu-plus-de-10-clubs-dans-leur-carriere,fr,afrique,47,655,7.18,9.6,,,,,
375,https://www.afriquesports.net/afrique/marc-brys-dans-la-tourmente-un-grand-nom-du-football-senegalais-balance,marc-brys-dans-la-tourmente-un-grand-nom-du-football-senegalais-balance,fr,afrique,47,1701,2.76,12.0,863806,Marc Brys dans la tourmente : un grand nom du football sénégalais balance !,true,2026-01-02,
376,https://www.afriquesports.net/afrique/senegal/rdc-senegal-la-fifa-sort-du-silence-apres-les-incidents-au-stade-des-martyrs,rdc-senegal-la-fifa-sort-du-silence-apres-les-incidents-au-stade-des-martyrs,fr,afrique,47,557,8.44,6.8,859494,RDC – Sénégal : la FIFA sort du silence après les incidents au Stade des Martyrs,true,2026-01-02,
377,https://www.afriquesports.net/europe/neymar-devoile-le-nom-du-joueur-le-plus-moche-et-il-vient-du-real-madrid,neymar-devoile-le-nom-du-joueur-le-plus-moche-et-il-vient-du-real-madrid,fr,europe,47,11085,0.42,11.9,854246,Neymar dévoile le nom du joueur « le plus moche »… et il vient du Real Madrid !,true,2025-12-30,
378,https://www.afriquesports.net/europe/tragique-nouvelle-un-espoir-espagnol-du-football-decede-a-15-ans,tragique-nouvelle-un-espoir-espagnol-du-football-decede-a-15-ans,fr,europe,47,406,11.58,11.3,864923,Tragique nouvelle : un espoir espagnol du football décède à 15 ans,true,2025-12-25,
379,https://www.afriquesports.net/football/angleterre-le-jour-ou-didier-drogba-devenait-le-premier-joueur-africain-a-remporter-le-soulier-dor,angleterre-le-jour-ou-didier-drogba-devenait-le-premier-joueur-africain-a-remporter-le-soulier-dor,fr,football,47,1954,2.41,7.6,,,,,
380,https://www.afriquesports.net/football/lamine-yamal-dans-la-tourmente-le-barca-confronte-a-un-coup-dur,lamine-yamal-dans-la-tourmente-le-barca-confronte-a-un-coup-dur,fr,football,47,4715,1.00,6.5,863104,"Lamine Yamal dans la tourmente, le Barça confronté à un coup dur",true,2026-01-02,
381,https://www.afriquesports.net/football/lannonce-choc-sur-lavenir-de-jurgen-klopp,lannonce-choc-sur-lavenir-de-jurgen-klopp,fr,football,47,1545,3.04,4.5,869718,L’annonce choc sur l’avenir de Jürgen Klopp !,true,2026-01-02,
382,https://www.afriquesports.net/football/real-madrid-jude-bellingham-passe-a-la-vitesse-superieur-avec-une-demande-inattendue,real-madrid-jude-bellingham-passe-a-la-vitesse-superieur-avec-une-demande-inattendue,fr,football,47,2902,1.62,6.5,871486,Real Madrid : Jude Bellingham passe à la vitesse supérieure avec une demande inattendue !,true,2026-01-02,
383,https://www.afriquesports.net/football/video-mbappe-tient-ses-parties-intimes-dans-le-vestiaire-apres-psg-auxerre-la-toile-senflamme,video-mbappe-tient-ses-parties-intimes-dans-le-vestiaire-apres-psg-auxerre-la-toile-senflamme,fr,football,47,646,7.28,12.2,544817,"VIDÉO : Mbappé tient ses parties intimes dans le vestiaire après PSG-Auxerre, la toile s&rsquo;enflamme",true,2026-01-02,
384,https://www.afriquesports.net/afrique-sports-tv/cristiano-ronaldo-inscrit-son-953e-but-video,cristiano-ronaldo-inscrit-son-953e-but-video,fr,afrique-sports-tv,46,576,7.99,9.6,866230,Cristiano Ronaldo inscrit son 953e but (VIDEO),true,2025-12-30,
385,https://www.afriquesports.net/afrique/cameroun/si-tout-etait-normal-le-cameroun-serait-deja-marc-brys-se-lache-sur-etoo,si-tout-etait-normal-le-cameroun-serait-deja-marc-brys-se-lache-sur-etoo,fr,afrique,46,2971,1.55,4.6,,,,,
386,https://www.afriquesports.net/afrique/incroyable-cristiano-ronaldo-a-des-origines-africaines,incroyable-cristiano-ronaldo-a-des-origines-africaines,fr,afrique,46,3362,1.37,19.3,388716,"Incroyable, Cristiano Ronaldo a des origines africaines",true,2025-12-31,
387,https://www.afriquesports.net/afrique/senegal/ballon-dor-africain-2025-guirassy-2e-mbeumo-10e-salahle-top-10-qui-fait-debat,ballon-dor-africain-2025-guirassy-2e-mbeumo-10e-salahle-top-10-qui-fait-debat,fr,afrique,46,3546,1.30,29.0,846319,"Ballon d’or africain 2025 : Guirassy 2è, Mbeumo 10è, Salah…le top 10 qui fait débat !",true,2026-01-02,
388,https://www.afriquesports.net/can-2025/caf-une-annonce-inattendue-secoue-la-preparation-de-la-can-2025,caf-une-annonce-inattendue-secoue-la-preparation-de-la-can-2025,fr,can-2025,46,3470,1.33,5.3,863359,CAF : une annonce inattendue secoue la préparation de la CAN 2025,true,2026-01-02,
389,https://www.afriquesports.net/can-2025/can-2025-le-grand-favori-cest-claude-le-roy-zappe-le-senegal-et-choisit-son-favori,can-2025-le-grand-favori-cest-claude-le-roy-zappe-le-senegal-et-choisit-son-favori,fr,can-2025,46,4623,1.00,6.3,871683,"CAN 2025 : « Le grand favori, c’est… » : Claude Le Roy zappe le Sénégal et choisit son favori",true,2026-01-02,
390,https://www.afriquesports.net/can-2025/la-caf-fait-une-annonce-inattendue-un-pays-quitte,la-caf-fait-une-annonce-inattendue-un-pays-quitte,fr,can-2025,46,7645,0.60,3.8,870580,"La CAF fait une annonce inattendue, un pays quitte…",true,2026-01-02,
391,https://www.afriquesports.net/es/football/huitiemes-de-finale-de-la-can-2025-calendrier-officiel-dates-et-heures-des-matchs,huitiemes-de-finale-de-la-can-2025-calendrier-officiel-dates-et-heures-des-matchs,es,football,46,1708,2.69,1.4,,,,,
392,https://www.afriquesports.net/football/fc-barcelone-lewandowski-met-fin-aux-speculations-sa-decision-est-connue,fc-barcelone-lewandowski-met-fin-aux-speculations-sa-decision-est-connue,fr,football,46,3460,1.33,8.3,863221,"FC Barcelone : Lewandowski met fin aux spéculations, sa décision est connue",true,2026-01-02,
393,https://www.afriquesports.net/football/gabon-deces-tragique-daaron-boupendza-apres-une-chute-du-11e-etage,gabon-deces-tragique-daaron-boupendza-apres-une-chute-du-11e-etage,fr,football,46,1565,2.94,20.7,845500,Gabon : Décès tragique d’Aaron Boupendza après une chute du 11e étage,true,2025-12-25,
394,https://www.afriquesports.net/football/ghana-les-images-terrifiantes-de-violence-apres-la-defaite-historique-des-black-stars-a-domicile,ghana-les-images-terrifiantes-de-violence-apres-la-defaite-historique-des-black-stars-a-domicile,fr,football,46,355,12.96,14.2,822361,Ghana : Les images terrifiantes de violence après la défaite historique des Black Stars à domicile,true,2025-12-25,
395,https://www.afriquesports.net/football/neymar-se-lache-sur-le-senegal-une-phrase-qui-enflamme-les-reseaux-sociaux,neymar-se-lache-sur-le-senegal-une-phrase-qui-enflamme-les-reseaux-sociaux,fr,football,46,1359,3.38,7.2,863807,Neymar se lâche sur le Sénégal : une phrase qui enflamme les réseaux sociaux,true,2025-12-31,
396,https://www.afriquesports.net/afrique/cameroun/coupe-du-monde-2026-nabil-djellit-se-lache-et-balance-tout-sur-le-cameroun,coupe-du-monde-2026-nabil-djellit-se-lache-et-balance-tout-sur-le-cameroun,fr,afrique,45,1928,2.33,3.9,,,,,
397,https://www.afriquesports.net/afrique/tragedie-dans-le-football-un-joueur-decede-apres-avoir-avale-une-piece-de-monnaie-lors-dun-match,tragedie-dans-le-football-un-joueur-decede-apres-avoir-avale-une-piece-de-monnaie-lors-dun-match,fr,afrique,45,1131,3.98,9.4,870932,Tragédie dans le football : un joueur décède après avoir avalé une pièce de monnaie lors d’un match,true,2026-01-01,
398,https://www.afriquesports.net/can-2025/can-2025-voici-les-adversaires-que-le-senegal-devra-battre-pour-atteindre-la-finale,can-2025-voici-les-adversaires-que-le-senegal-devra-battre-pour-atteindre-la-finale,fr,can-2025,45,1466,3.07,5.8,872238,CAN 2025 : voici les adversaires que le Sénégal devra battre pour atteindre la finale,true,2026-01-02,
399,https://www.afriquesports.net/football/can-2025-la-tension-sur-les-ballons-voles-entre-le-af-1767385884595,can-2025-la-tension-sur-les-ballons-voles-entre-le-af-1767385884595,fr,football,45,1914,2.35,3.5,,,,,
400,https://www.afriquesports.net/football/le-bayern-munich-en-deuil-un-joueur-de-18-ans-decede-subitement,le-bayern-munich-en-deuil-un-joueur-de-18-ans-decede-subitement,fr,football,45,594,7.58,4.8,871976,Le Bayern Munich en deuil : un joueur de 18 ans décède subitement,true,2026-01-02,
401,https://www.afriquesports.net/football/romain-saiss-pas-de-forfait-confirme-pour-la-can-2-af-1766493042558,romain-saiss-pas-de-forfait-confirme-pour-la-can-2-af-1766493042558,fr,football,45,1195,3.77,4.9,,,,,
402,https://www.afriquesports.net/afrique/senegal/fortune-kalidou-koulibaly-est-devenu-ultra-riche-les-chiffres-ont-parle,fortune-kalidou-koulibaly-est-devenu-ultra-riche-les-chiffres-ont-parle,fr,afrique,44,675,6.52,9.7,805479,"Fortune : Kalidou Koulibaly est devenu ultra riche, les chiffres ont parlé",true,2025-12-30,
403,https://www.afriquesports.net/football/can-2025-lequipe-type-du-premier-tour-revelee-af-1767285112409,can-2025-lequipe-type-du-premier-tour-revelee-af-1767285112409,fr,football,44,1292,3.41,7.6,,,,,
404,https://www.afriquesports.net/football/coup-de-tonnerre-au-real-madrid-un-cadre-sen-va,coup-de-tonnerre-au-real-madrid-un-cadre-sen-va,fr,football,44,1727,2.55,8.2,863403,Coup de tonnerre au Real Madrid : un cadre s’en va !,true,2026-01-01,
405,https://www.afriquesports.net/afrique/cameroun/andre-onana-trabzonspor-prend-une-decision-choc,andre-onana-trabzonspor-prend-une-decision-choc,fr,afrique,43,2214,1.94,6.2,,,,,
406,https://www.afriquesports.net/afrique/sadio-mane-et-9-autres-stars-africaines-qui-ont-joue-avec-cristiano-ronaldo,sadio-mane-et-9-autres-stars-africaines-qui-ont-joue-avec-cristiano-ronaldo,fr,afrique,43,1080,3.98,6.9,671802,Sadio Mané et 9 autres stars africaines qui ont joué avec Cristiano Ronaldo,true,2026-01-02,
407,https://www.afriquesports.net/afrique/salaires-enormes-en-chine-gros-partenariats-a-la-decouverte-de-la-fortune-de-bassogog,salaires-enormes-en-chine-gros-partenariats-a-la-decouverte-de-la-fortune-de-bassogog,fr,afrique,43,1617,2.66,11.7,,,,,
408,https://www.afriquesports.net/afrique/senegal/can-2025-absent-de-la-liste-abdou-diallo-brise-le-silence,can-2025-absent-de-la-liste-abdou-diallo-brise-le-silence,fr,afrique,43,1405,3.06,4.4,869978,"CAN 2025 : Absent de la liste, Abdou Diallo brise le silence !",true,2025-12-31,
409,https://www.afriquesports.net/article-du-jour/cristiano-ronaldo-inconsolable-apres-la-mort-de-cette-legende-portugaise,cristiano-ronaldo-inconsolable-apres-la-mort-de-cette-legende-portugaise,fr,article-du-jour,43,195,22.05,27.4,841709,Cristiano Ronaldo inconsolable après la mort de cette légende portugaise,true,2025-12-27,
410,https://www.afriquesports.net/autres/quelle-est-la-fortune-de-francis-ngannou,quelle-est-la-fortune-de-francis-ngannou,fr,autres,43,9166,0.47,13.2,721042,Quelle est la fortune de Francis Ngannou (37 ans) ?,true,2026-01-02,
411,https://www.afriquesports.net/can-2025/can-2025-walid-regragui-balance-tout-apres-la-victoire-du-maroc,can-2025-walid-regragui-balance-tout-apres-la-victoire-du-maroc,fr,can-2025,43,2618,1.64,3.8,870749,CAN 2025 : Walid Regragui balance tout après la victoire du Maroc,true,2026-01-02,
412,https://www.afriquesports.net/europe/real-madrid-majorque-fuite-de-la-composition-trois-stars-ecartees-par-xabi-alonso,real-madrid-majorque-fuite-de-la-composition-trois-stars-ecartees-par-xabi-alonso,fr,europe,43,3610,1.19,25.6,857395,"Real Madrid – Majorque : fuite de la composition, trois stars écartées par Xabi Alonso",true,2026-01-01,
413,https://www.afriquesports.net/football/can-2025-la-rdc-touchee-par-un-coup-dur-avant-daffronter-le-botswana,can-2025-la-rdc-touchee-par-un-coup-dur-avant-daffronter-le-botswana,fr,football,43,6024,0.71,4.4,872035,CAN 2025 : la RDC touchée par un coup dur avant d’affronter le Botswana,true,2026-01-02,
414,https://www.afriquesports.net/football/can-2025-vers-un-choc-historique-maroc-algerie-en-af-1767180617832,can-2025-vers-un-choc-historique-maroc-algerie-en-af-1767180617832,fr,football,43,2263,1.90,5.7,,,,,
415,https://www.afriquesports.net/football/messi-2e-zidane-4e-les-10-joueurs-avec-le-plus-de-points-ballon-dor-dans-lhistoire-ont-ete-reveles,messi-2e-zidane-4e-les-10-joueurs-avec-le-plus-de-points-ballon-dor-dans-lhistoire-ont-ete-reveles,fr,football,43,1720,2.50,24.0,301810,"Messi 2é, Zidane 4é&#8230; les 10 joueurs avec le plus de points Ballon d’Or dans l’histoire ont été révélés",true,2025-12-28,
416,https://www.afriquesports.net/football/zidane-choisit-lalgerie-choc-ou-surprise-du,zidane-choisit-lalgerie-choc-ou-surprise-du,fr,football,43,868,4.95,42.0,858003,Zidane choisit l’Algérie : choc ou surprise du&#8230;,true,2026-01-02,
417,https://www.afriquesports.net/vie-apres-carriere/que-devient-lancien-crack-ibrahima-afellay-lespoir-dechu-du-fc-barcelone,que-devient-lancien-crack-ibrahima-afellay-lespoir-dechu-du-fc-barcelone,fr,vie-apres-carriere,43,812,5.30,19.3,516860,"Que devient l&rsquo;ancien crack Ibrahima Afellay, l&rsquo;espoir déchu du FC Barcelone ?",true,2025-12-31,
418,https://www.afriquesports.net/afrique/cameroun/decision-forte-de-la-fifa-pour-le-cap-vert-apres-le-match-contre-le-cameroun,decision-forte-de-la-fifa-pour-le-cap-vert-apres-le-match-contre-le-cameroun,fr,afrique,42,996,4.22,10.6,861545,Décision forte de la FIFA pour le Cap-Vert après le match contre le Cameroun,true,2026-01-01,
419,https://www.afriquesports.net/afrique/cote-divoire-nicolas-pepe-ecarte-une-menace-de-mort-surgit,cote-divoire-nicolas-pepe-ecarte-une-menace-de-mort-surgit,fr,afrique,42,2148,1.96,5.3,869779,"Côte d’Ivoire : Nicolas Pépé écarté, une menace de mort surgit !",true,2026-01-02,
420,https://www.afriquesports.net/afrique/cote-divoire/la-reaction-dechirante-de-nicolas-pepe-apres-sa-non-convocation-pour-la-can,la-reaction-dechirante-de-nicolas-pepe-apres-sa-non-convocation-pour-la-can,fr,afrique,42,1852,2.27,4.1,869704,La réaction déchirante de Nicolas Pépé après sa non convocation pour la CAN,true,2025-12-27,
421,https://www.afriquesports.net/afrique/senegal/triste-nouvelle-la-federation-senegalaise-annonce-le-deces-de-le-monde-du-football-en-deuil,triste-nouvelle-la-federation-senegalaise-annonce-le-deces-de-le-monde-du-football-en-deuil,fr,afrique,42,675,6.22,8.7,860425,"Triste nouvelle : la Fédération sénégalaise annonce le décès de …, Le monde du football en deuil",true,2025-12-29,
422,https://www.afriquesports.net/ballon-dor/ballon-dor-dembele-sembrouille-une-scene-qui-echappe-aux-cameras,ballon-dor-dembele-sembrouille-une-scene-qui-echappe-aux-cameras,fr,ballon-dor,42,652,6.44,8.9,860750,"Ballon d’Or : Dembélé s’embrouille, une scène qui échappe aux caméras",true,2025-12-29,
423,https://www.afriquesports.net/ballon-dor/ballon-dor-le-verdict-tombe-resultat-surprise-pour-dembele-et-mbappe,ballon-dor-le-verdict-tombe-resultat-surprise-pour-dembele-et-mbappe,fr,ballon-dor,42,4727,0.89,11.2,860471,"Ballon d’Or : le verdict tombe, résultat surprise pour Dembélé et Mbappé !",true,2026-01-02,
424,https://www.afriquesports.net/can-2025/can-2025-claude-le-roy-tacle-severement-le-maroc,can-2025-claude-le-roy-tacle-severement-le-maroc,fr,can-2025,42,3076,1.37,3.9,871634,CAN 2025 : Claude Le Roy tacle sévèrement le Maroc,true,2026-01-02,
425,https://www.afriquesports.net/can-2025/video-virale-habib-diarra-tourne-un-dessin-anime-pour-la-can,video-virale-habib-diarra-tourne-un-dessin-anime-pour-la-can,fr,can-2025,42,1297,3.24,4.2,871445,Vidéo virale : Habib Diarra tourne un dessin animé pour la CAN,true,2026-01-02,
426,https://www.afriquesports.net/europe/casemiro-4e-kimmich-2e-ndidi-6e-les-10-meilleurs-milieux-de-terrain-defensifs-au-monde-actuellement,casemiro-4e-kimmich-2e-ndidi-6e-les-10-meilleurs-milieux-de-terrain-defensifs-au-monde-actuellement,fr,europe,42,7775,0.54,28.9,,,,,
427,https://www.afriquesports.net/foot/can-2025-mali-et-zambie-les-compositions-officiell-af-1766408461828,can-2025-mali-et-zambie-les-compositions-officiell-af-1766408461828,fr,foot,42,12285,0.34,3.6,,,,,
428,https://www.afriquesports.net/football/dadjame-au-barca-passant-par-milan-portrait-de-franck-kessie-le-mieux-paye-des-joueurs-ivoiriens-dans-lhistoire,dadjame-au-barca-passant-par-milan-portrait-de-franck-kessie-le-mieux-paye-des-joueurs-ivoiriens-dans-lhistoire,fr,football,42,3074,1.37,18.9,674242,"D&rsquo;Adjamé au Barça passant par Milan, portrait de Franck Kessié, le mieux payé des joueurs ivoiriens dans l&rsquo;histoire",true,2025-12-29,
429,https://www.afriquesports.net/vie-apres-carriere/ce-jour-ou-adebayor-a-tout-deballe-sur-sa-famille,ce-jour-ou-adebayor-a-tout-deballe-sur-sa-famille,fr,vie-apres-carriere,42,811,5.18,9.2,220877,Ce jour où Adebayor a tout déballé sur sa famille,true,2025-12-28,
430,https://www.afriquesports.net/afrique/cote-divoire/terrible-nouvelle-le-monde-du-football-ivoirien-en-deuil-la-fif-annonce-le-deces-de,terrible-nouvelle-le-monde-du-football-ivoirien-en-deuil-la-fif-annonce-le-deces-de,fr,afrique,41,718,5.71,26.8,,,,,
431,https://www.afriquesports.net/afrique/coupe-du-monde-la-caf-secoue-le-continent-avec-une-annonce-choc,coupe-du-monde-la-caf-secoue-le-continent-avec-une-annonce-choc,fr,afrique,41,1177,3.48,7.7,863143,Coupe du Monde 2026 : la CAF secoue le continent avec une annonce choc !,true,2025-12-30,
432,https://www.afriquesports.net/afrique/senegal/deces-de-cheikh-toure-une-annonce-inattendue-vient-de-tomber,deces-de-cheikh-toure-une-annonce-inattendue-vient-de-tomber,fr,afrique,41,750,5.47,3.9,864117,Décès de Cheikh Touré : une annonce inattendue vient de tomber,true,2025-12-25,
433,https://www.afriquesports.net/afrique/senegal/eliminatoires-mondial-2026-le-senegal-annonce-un-renfort-de-taille-contre-la-mauritanie,eliminatoires-mondial-2026-le-senegal-annonce-un-renfort-de-taille-contre-la-mauritanie,fr,afrique,41,1825,2.25,3.2,,,,,
434,https://www.afriquesports.net/afrique/senegal/le-match-senegal-mauritanie-menace-pour-une-raison-inquietante,le-match-senegal-mauritanie-menace-pour-une-raison-inquietante,fr,afrique,41,12355,0.33,7.0,862902,Le match Sénégal – Mauritanie menacé pour une raison inquiétante,true,2026-01-02,
435,https://www.afriquesports.net/ballon-dor/urgence-une-fuite-interne-designe-le-laureat-du-ballon-dor-2025,urgence-une-fuite-interne-designe-le-laureat-du-ballon-dor-2025,fr,ballon-dor,41,661,6.20,9.7,860570,URGENCE : une fuite interne désigne le lauréat du Ballon d’Or 2025 !,true,2025-12-30,
